,Text,User
25373,"Sur la polémique autour de la #GPA lancée par @CBeaune, #Ludo rappelle sur @Europe1 que cette pratique consiste à ""louer une femme, l'utiliser comme incubatrice, pour qu'elle produise un enfant au profit d'un tiers. C'est une exploitation de la femme."" https://t.co/es1U1CSqFD",Le Syndicat de la Famille
17994,"Dans cet article l'eurocrate  Demarty déplore que tous les candidats aux européennes soient sur une ligne protectionniste sauf  #Hayer et #Gluscksman : qu'il se rassure, ce sont leurs 30% qui s'imposeront aux 70%                             @atlantico_fr
https://t.co/5ESuERlssv",Jean-Yves Le Gallou
22585,"Il y a erreur, ça c'est l'extrême gauche. Elle faisait déjà ça avant Milei, elle le fait partout et l'a fait hier soir encore à Lyon. C'est sa distraction favorite.",Laurent Obertone
40983,"Une campagne scientifique à la voile pour récupérer les profileurs Argo dans l’Atlantique Nord (NAARCO)
https://t.co/PXaUtPS4iQ",Breizh-Info
38062,"🇺🇸 Joe Biden a lancé une procédure afin de reclasser le cannabis comme une substance moins dangereuse. Plus précisément, il s'agit de ne plus considérer la marijuana comme une substance addictive au niveau fédéral, ce qui laisse entrevoir une utilisation médicale puis une https://t.co/lS5BrIo5qV",TVL
13741,Insoutenable légèreté de sévices publics @franceinter à 7h30 évoque la présence d’un cinéaste iranien au Festival de Cannes . Pas 1 traître mot sur les 7 exécutions d’hier par les mollahs. On préfère s’en prendre à un autre pays du Moyen Orient qui n’est ni le Liban ni la Syrie.,G-William Goldnadel
23813,« Soldat français en Ukraine » : trois ressortissants moldaves interpellés pour avoir tagué des cercueils à Paris https://t.co/kGPn908VMh,Le JDD
22724,"N'importe quel ministre japonais responsable d'un tel merdier se serait déjà défenestré. Dupond-Moretti n'a même pas proposé sa démission. Amra est toujours dans la nature, les prisons sont le country club officiel des barbares, et lui est toujours à son poste.",Laurent Obertone
36982,"D’après les chiffres relevés par UFC Que Choisir, l’offre de soins libérale est insuffisante pour 25,3 millions d’usagers en France

William CHANCERELLE, rédacteur en chef du journal des départements qui vient de sortir un sondage sur les déserts médicaux :""Y'a des zones de https://t.co/4ufhdghZ2U",Sud Radio
1804,"Turquie. Çanakalle. Réplique du cheval de Troie, à l’intérieur duquel, il y a 3200 ans, se dissimulèrent les soldats prêts à détruire la ville.
Beaucoup de chevaux de Troie dans la société française d’aujourd’hui : 
Lobbies divers, élites mondialistes, réseaux trotskistes, etc. https://t.co/iLdP4TeWFI",Bruno Gollnisch
26902,"Un milliardaire certes, mais un milliardaire resté simple, j’en veux pour preuve que je fais toujours moi-même mes courses à Carrefour.",MARSAULT
5519,"🔷 30 avril 1863 : ils étaient 62 face à 2 000…

145 ans après la bataille de #Camerone, nous nous souvenons du courage et du sacrifice des Légionnaires face à l'adversité.

Leur détermination reste un exemple de bravoure pour les générations futures.

Legio Patria Nostra https://t.co/mxqUAEanLe",David Rachline
28703,"Au programme ce soir :

🇦🇷 Javier Milei, fou ou génie ?! Avec @LeGuiz_G
⚔️ Reconquête et @MarionMarechal en ordre de bataille
🔴 Le naufrage de la Gauche
🔥 Face à l'immigration, le réveil irlandais… et tunisien
☀️ De nombreux signes d'espoir

RDV à 20h : https://t.co/WUfA0dl8Cq https://t.co/9XdRUmeK3l",Nicolas Faure – Sunrise 🌅🌿
4367,"Voici les cadeaux pour ces enfants qui ne partent jamais en vacances. 
Je les accueille à @DisneylandParis aujourd’hui. 
200 familles monoparentales .❤️🤪❤️ https://t.co/w5O8AfZKgk",Christine KELLY
42054,Vers la réunification de l’Irlande? | Le Journal de Montréal https://t.co/SIDBUeOqdK,Mathieu Bock-Côté
28286,"La coordination rurale est aujourd’hui le premier syndicat agricole de Guadeloupe. 

Ils ont notamment été aux côtés des producteurs de canne en colère ces derniers mois, étranglés par les normes et par les intermédiaires agro-industriels. https://t.co/7n54D8w2F9",Nicolas Bay
24033,"« Soldats français de l'Ukraine »  : une banderole et cinq cercueils déposés au pied de la tour Eiffel, trois personnes interpellées https://t.co/G0dOzEp4ea",Le JDD
22444,Manon Aubry se dit préoccupée par d'éventuelles atteintes à la liberté de culte. Clémentine Autain rappelle que le vrai danger c'est l'extrême droite. Rachel Kéké affirme qu'ils ont mis la démocratie dans un sandwich. Sandrine Rousseau a passé son portable en mode avion.,Laurent Obertone
40876,La traque des pompiers continue . Ces gens préfèrent que le peuple crève plutôt qu’il soit sauvé physiquement par des gens « d’extrême droite » .,Breizh-Info
13275,La presse progressiste abolitionniste l’avait condamné à mort et s’était payé sa tête .,G-William Goldnadel
39966,"Reconquête! repart en campagne dans 330 circonscriptions - Par @JulienTellier__
#Reconquête #législatives2024
Parmi les 330 candidats Reconquête, deux noms portent une histoire douloureuse : Evelyne Reybert et Patrick Jardin.
https://t.co/ePqYaR7Aa9",Boulevard Voltaire
42719,"Merci à @TatianaVentose pour cet échange avec le @Cercle_Aristote 

https://t.co/QpQzHQFARY",PierreYves Rougeyron
11520,"Paris VIIe  : piégé par un faux livreur, un étudiant violemment agressé à son domicile par quatre individus, « tous de type africain », sous la menace d’une arme
 https://t.co/LhcwRky8dG https://t.co/o7eBKcKo5F",Fdesouche.com est une revue de presse
24960,"NOUVELLE VIDÉO :

Je partage avec vous ma transformation physique from nouveau papa dégueulasse de 83kgs to daron jeune et dynamique de 70kgs 💪🏼

https://t.co/ykq0DrKznz https://t.co/tdyFpDEFrs",Le Raptor
9869,"➡️Cette semaine dans votre numéro de FC :
🔹En couv’ Cathos des champs : vivre sa foi en rase campagne
🔸Portrait : Marion Muller-Colard, une femme funambule
🔹Villers-Cotterêts : le château de la langue française
🔸Église : les rendez-vous de 2024
https://t.co/oeV4gIR2na https://t.co/qPaqfDjNDH",Famille Chrétienne
39713,"En fait quant t’es un homme, il faudrait que tu fasses signer un contrat à ta partenaire à chaque fois que tu veux coucher avec elle parce qu’entre deux rounds elle peut changer d’avis et t’accuser de viol.

Ridicule et totalement insupportable.",Thaïs d’Escufon
9652,"Pour plusieurs jeunes hommes qui ont expérimenté le parcours de carême Exodus 90, les efforts de jeûne et de prière ont porté leurs fruits et ont été maintenus. Certains ont même décidé de se lancer dans une nouvelle édition pendant ce carême 2024.
https://t.co/JCS4FYpjKg",Famille Chrétienne
10463,"Ça tombe ce soir ! ➡️ « La pénurie de médicament ""devient insupportable"", alerte un syndicat de pharmaciens » !
Grève « massive » en vue !
(cf : https://t.co/JHziPFgZYn)

Pénurie grandissante ! Et pourtant #Macron et son gouvernement laissent, pile au même moment, l’entreprise… https://t.co/E8FiHW40Y8",Florian Philippot
16327,Le baiser qui tue,Ivan Rioufol ن
27560,"La gauche extrême attaque en meute à la @FondLejeune sur X. Mais, Comtesse Marie-Pierre Mossion de La Gontrie, un ministre  doit évidemment  saluer le leader de la recherche sur la trisomie, un institut qui soigne les enfants, forme les médecins. Et qui défend la Vie.
Jerôme",Martial Bild
28746,"🔥 Omar Sy, Mathieu Slama, Prisca Thevenot… Les gauchistes étaient très chauds cette semaine !

🏆 J'ai pris les pires spécimens de ces derniers jours et je les ai classés dans un top 5 de qualité avec une 1re place assez évidente !

Mon classement : https://t.co/2BYC99TRWg https://t.co/S6ohIXCH1j",Nicolas Faure – Sunrise 🌅🌿
23783,Jean-Luc Mélenchon peut-il tomber ? https://t.co/KIxRHGBR0X,Le JDD
11694,"Malheureusement (ou pas), ça ne sera pas suffisant 😉 https://t.co/Zv0DGWDIVN",Franck Allisio
22929,"Me semble avoir déjà vu ça.
Faut dire qu'on en voit tellement...",Laurent Obertone
43793,"Un référendum, c’est le minimum ! 
Mais la perspective d’un rejet de l’Europe dans les urnes effraie les européistes ! On profitera donc du quasi référendum sur l’Europe organisé très bientôt : c’est le #9juin2024 !

Votez pour la liste « L’Europe, ça suffit ! ». #Europeennes2024 https://t.co/qHi11AcTHB",Jean-Frédéric Poisson
30013,"Pas question d’obtempérer ! Un laisser passer pour rentrer chez soi , c’est incongru !",Paul-Marie Coûteaux
9999,"L’heure est à la politicaillerie. Au tintement des gamelles, aux ambitions personnelles plus ou moins sincères, déçues ou comblées, aux candidatures, aux dissidences, aux trahisons parfois. Peu importe.
Au commentaire médiatique sur l’instant, sur le tout petit moment…

Tout ça… https://t.co/TEXtIyUJU3",Florian Philippot
18991,"Il faut que notre pays cesse d'être un guichet social pour l'immigration du monde entier. 

Je veux mettre en place la priorité nationale pour que les allocations familiales et les aides sociales soient réservées aux Français. @CNEWS https://t.co/vguX8TbGEi",Jordan Bardella
4567,"SUBSCRIBE...

to the Civitas GB e-newsletter, launching in January 2024, for news and articles on #Civitas, politics and current events. 

SUBSCRIBE HERE (https://t.co/YdvfoSK9i7)

PLEASE DIFFUSE WIDELY https://t.co/pfadHNnDaC",Civitas International
31022,"Comme chaque vendredi, j'aurai la joie de vous retrouver à 19h, sur @CNews !
A tout à l'heure.
#FaceAPhilippeDeVilliers #FADV

🔴Me suivre sur : 
▶️Facebook : https://t.co/oSUlh7pYTm
▶️Telegram : https://t.co/7iwxYJZXRO
▶️WhatsApp : https://t.co/GUulBoWvhS
▶️YouTube : https://t.co/jw3n6TZeUK",Philippe de Villiers
9261,"L’Œuvre d’Orient invite les catholiques latins à aller le 5 mai à la rencontre des chrétiens d’Orient présents en France dans différents diocèses.
https://t.co/YqsenclUgJ",Famille Chrétienne
5094,"Malika Sorel, députée européenne RN, se proclame comme étant «un soldat de la France», dans #Punchline https://t.co/Ds9img6W8q",CNEWS
14927,"🥝 🍓🍯 Quel plaisir de se rendre lors de ces 2 jours au #SIA2024 sur le stand du #LotEtGaronne : pruneaux, noisettes kiwis rouges, truffes, miel… Un grand bravo aux exposants pour la qualité de leurs produits ! 👏 https://t.co/i8fx6Zq2DF",Hélène Laporte
18381,"Importer des millions d’antisémites sur le sol #européen fut une grave erreur.

Remplis de morgue et incapables de reconnaître leurs erreurs, les artisans de cette régression (la gauche et le centre) ne reconnaîtront jamais leur responsabilité dans cette situation.
Pire ils…",Jerome Riviere 🇫🇷
9070,"Alors que de nombreuses personnalités s'attachent à dénoncer racisme et colonialisme, cette chronique expose le progressisme occidental comme un mouvement de recolonisation.
https://t.co/SJCDHl9veQ",Famille Chrétienne
6894,"Suicide collectif des Bleus : Marcus Thuram appelle à voter contre le RN

Le fils de Lilian, l’ancien propagandiste de SOS Racisme, vient de briser le lien entre les supporters et l’équipe. Conférence de presse surréaliste.

Égalité et Réconciliation https://t.co/w2D8PdAGsD",Dimitri Korias
24627,"Le Kremlin met en garde contre les déclarations « très dangereuses » d’Emmanuel Macron :
https://t.co/Fu1AMZOTij

Le porte-parole du Kremlin Dimitri Peskov confirme que l’opération spéciale se poursuivra jusqu’à ce que « tous les objectifs soient atteints ».",Le Média en 4-4-2
40667,"[RÉACTION] François-Xavier Bellamy affronte l'extrême-gauche à Sciences-Po - Par Louis de Torcy
#SciencesPo #Boyard #Bellamy
Ce mardi, F.-X. Bellamy est allé dire leurs quatre vérités aux étudiants (et aux enseignants) qui bloquent Sciences Po. 
https://t.co/1LIkAVaMV5",Boulevard Voltaire
22973,"Plusieurs individus s'acharnent sur un élève à la sortie des cours. Ils lui reprochent un ""rendez-vous avec une camarade de la communauté tchétchène""
Pas sûr que le concept ""d'écoles sanctuaires"" soit compatible avec la transformation du pays en tiers monde.",Laurent Obertone
5356,"Appel à l'alliance RN-LR : «Il y avait déjà eu un début de dérive des Républicains», considère Rachida Dati https://t.co/iG4oYOabb9",CNEWS
25078,"#Euthanasie &gt; ""Ce n'est pas seulement l'abrogation de la souffrance individuelle dont il est question, mais l'idée d'en finir au plus vite face à une image dégradée de soi-même et à la mort qui nous attend."" Jean-Pierre Le Goff, sociologue.
https://t.co/wSueTNsVFZ",Le Syndicat de la Famille
36590,"Le coup de coeur de @JlBennahmias pour le retour de François Hollande : ""Personne ne peut prédéfinir ce qui se passera après le 7 juillet""

https://t.co/U7QISKajTK https://t.co/jO8eBfS3YT",Sud Radio
36867,"LR: Ciotti est-il la voix des militants? 

🎙️@francoisedegois :""Militant et électeur, c'est deux choses différentes. Au final, c'est aussi mauvais pour Bardella car l'idée générale c'était de dire que nous sommes plus seuls dans la conquête."" https://t.co/FwjCEHtYC4",Sud Radio
26934,"Patapouf découvre en direct qu’après avoir lutté contre le FN qui ne voulait pas que la France soit l’Afrique, il se retrouve avec l’Afrique.",MARSAULT
6004,"Conseillère municipale de Vitry, elle appelle au meurtre d’autres femmes. https://t.co/Ii3Ch1d5Gy",Dora Moutot
5486,"🏉 Pour la 6ème fois de son histoire le @StadeToulousain monte sur le toit de l'Europe après un match épique ! 

👏 Mes félicitations aux joueurs, au staff, et merci de rendre la France et les Français si fiers à l’approche des prochains Jeux olympiques de Paris. #LEINST 🇫🇷 https://t.co/s0yzcoCrrm",David Rachline
21131,"« La force de Gabriel Attal est qu'il est capable tout en venant de la gauche de s'emparer de vraies thématiques de droite. Quand au Budget, il lutte contre la fraude sociale ou quand il interdit l'#abaya, il met en avant un pragmatisme qui plait aux Français !» @CNEWS https://t.co/zENbXm0w9Q",Kevin Bossuet
11968,"Nouvelle grève #SNCF : les Français paient deux fois, par leurs billets et leurs impôts, le chantage sans limite des syndicats. Maintenant ça suffit. Le gouvernement doit arrêter de se coucher, annuler l’accord sur les retraites, et faire adopter notre loi contre les blocages. https://t.co/7MF8A25I4Z",Fx Bellamy
21625,Le drive-by en trottinette c’est la définition du grotesque : effrayant et risible,La Cartouche
18725,"Je veux rassurer tout le monde : nos compatriotes d'origine étrangère ou les personnes de nationalité étrangère présentes chez nous, qui travaillent, qui paient leurs impôts, qui respectent la loi, qui aiment notre pays, n'ont strictement RIEN à craindre de notre politique. https://t.co/NTVBmXtMml",Jordan Bardella
