Text,User
":red_circle: mélenchon, roussel, autain, poutou… nos gauchistes préférés ont été très performants cette semaine ! sans oublier… malika sorel ! la 2e de la liste rn aux européennes n'a en effet pas démérité… :trophy: mon top 5 des gauchistes de la semaine :",Nicolas Faure – Sunrise 🌅🌿
cet argument m'a convaincue. que passe les 5% est la meilleure manière de faire rentrer le maximum de députés patriotes au parlement européen.,Thaïs d’Escufon
"qu’adviendra-t-il le jour où, comme en nouvelle-calédonie, les européens seront minoritaires sur le sol français ? qui les défendra? regardez comme on s’en prend à eux en nouvelle-calédonie.",Pierre Gentillet
nouvelle-calédonie : les gouvernements australien et néo-zélandais annoncent l'affrètement de plusieurs vols pour évacuer leurs ressortissants bloqués sur place,TVL
"on remercie du fond du coeur les influenceurs identifiés/se revendiquant de droite, pesant plus de 100k abonnés, et pas foutus de donner une consigne de votes claire à leur public. c'était vraiment trop demander que de servir à quelque chose une fois tous les deux ans, en",Daniel Conversano
[le croc d’ixène] dissolution : macron contemple son œuvre - par ixene dissolutionassemblée,Boulevard Voltaire
le dérèglement des esprits et ses effets (suite),Ivan Rioufol ن
"there are still real french people with real french faces (what a coincidence!) who have the balls of their ancestors. on saturday april 14, damien guerot heroically repelled the assailant who fatally stabbed six people in a sydney shopping mall, using a pole. the french citizen",Julien Rochedy
"l'europe doit mettre fin à la naïveté à l'égard de la mondialisation : nous devons faire ce que font toutes les autres puissances économiques, c'est-à-dire le patriotisme économique, le soutien à nos entreprises et la mise en place d'une stratégie de protection.",Jordan Bardella
"c’est vertigineux - d’une part la clarté et la précision de , d’autre part la rage des hommes et femmes politiques de gauche ( ici valls et son cabinet ) à nuire à la france, jusqu’à permettre finalement l’assassinat d’un professeur. quand valls sera-t-il jugé ?",Paul-Marie Coûteaux
grand entretien avec l’essayiste martin lemay | jdm,Mathieu Bock-Côté
paris (20ème) : les manifestants pour gaza saccagent le mcdo de la place gambetta palestine rafah israel,Fdesouche.com est une revue de presse
"l’église catholique peut refuser d'effacer la mention d'un baptême de ses registres a décidé le conseil d’etat. selon cette juridiction, l'intérêt de l'eglise à conserver ces données prime sur la volonté d'un individu souhaitant qu'elle soit supprimée.",Famille Chrétienne
:red_circle:[nouveau] accédez aux articles de valeurs actuelles directement via la bio instagram :down_arrow:,Valeurs actuelles ن
"compromission, censure, la belgique francophone a toujours quelques coups d'avance dans le pire.",Laurent Obertone
"la fondation organise une venteauxencheres, sans frais acheteur, le 4 mai 2023 à drouot. découvrez notre sélection de lots uniques : ne manquez pas cette occasion de soutenirlarecherche médicale sur les déficiences intellectuelles d'origine génétique.",Fondation Jérôme Lejeune
"la vraie référence de melenchon n’est pas hannah arendt mais hani ramadan, le frère de tariq et petit fils de hassan el-benna …",Alexandre Devecchio
"le crédit social à la chinoise est-il notre avenir ? la mise en garde d’aldo sterone contre la surveillance excessive : il souligne que les gouvernements ont tendance à ne pas abandonner les techniques de contrôle une fois qu’ils les ont mises en place,",Le Média en 4-4-2
espagne : cinq hommes ont pris la fuite à bord d'une voiture immatriculée en france après une fusillade dans une zone industrielle de riudellots de la selva près de girona. un mort et un blessé grave.,Fdesouche.com est une revue de presse
":backhand_index_pointing_right: l'acteur transsexuel carlos gascón, qui a remporté le prix d’interprétation féminine au festival de cannes, a porté plainte pour « injure sexiste » contre marion maréchal à cause d'un tweet où elle le qualifiait d'« homme ».",TVL
":red_circle::bell: [causeur 124] selon l’avocate de roman polanski, le jugement en sa faveur est une décision majeure à l’heure de la révolution metoo : un homme accusé publiquement a le droit d’exprimer publiquement sa vérité. :backhand_index_pointing_right:",Causeur.fr
"avec cet ultime franchissement, la société française s’apprête à vivre une rupture civilisationnelle vertigineuse",Jerome Riviere 🇫🇷
"le grandremplacement pour le rn : - en 2011, marine le pen affirmait que le grand remplacement la terrorisait ; - en 2019, frappée d’amnésie, elle prétendait ne pas connaître cette théorie ; - en 2022, c’est une « théorie complotiste d’extrême-droite » ; - en 2024, malika…",Jean MESSIHA
"voilà venue la dernière ligne droite de la campagne, derrière jordan bardella, au cœur de la capitale de notre beau pays. ce 9 juin sera un rendez-vous majeur pour notre démocratie et pour l’avenir de notre pays.",Marine Le Pen
"les gauches donnent une leçon de politique aux forces des droites . ils peuvent s’insulter, se combattre, s’invectiver…la possibilité de gagner les amène à l’unité. oubliés le hamas, l’antisémitisme, le féminisme, les « valeurs », les désaccords : tous pour un et tous à la soupe",Martial Bild
"en vert, tous les pays et toutes les civilisations conquises, soumises et islamisées par les arabes. les arabes possèdent 99,6% du monde arabe quand israël n’en représente que 0,4%. voici mon plan pour une paix immédiate et définitive pour la région : 1/ les arabes rendent…",Jean MESSIHA
":books: les nazis en france, une occupation ""civilisée"" ? abattage d'un mythe par pierre abou, qui publie ""le cercle des chacals"" aux . un entretien à lire ici :backhand_index_pointing_down:",Front Populaire
"« en instrumentalisant honteusement l'histoire, une partie de lfi n'a qu'un seul objectif : nazifier israël et ses habitants. en outre, en minorant la montée de l'antisémitisme en france, jean-luc mélenchon nie la réelle souffrance des juifs. tout cela est à vomir !»",Kevin Bossuet
"soyez rebelle, lisez des livres. (réal : guillaume genou)",Laurent Obertone
"avec un titre aussi engagé, personne n’est dupe. la voix du nord est un journal politisé. finies la neutralité et la simple information de ses lecteurs. aujourd’hui il est un journal militant, ce que nous dénonçons depuis 10 ans",Steeve Briois
voyez pourquoi l’otan se précipite pour la guerre en ukraine et financer des dizaines de milliards ! parce que trump vient de redire son opposition à cette guerre et de dénoncer zelensky : « je pense que zelensky est peut-être le plus doué des vendeurs [...] chaque fois…,Florian Philippot
on sort les poids lourds devant le siège des lr…,Cercle Aristote
"tous les jours , trouvez gratuitement dans le monde le journal officiel.",G-William Goldnadel
":red_circle: ""mes fils m'ont expliqué ce que voulait dire : chad, giga chad, goat"" :right_arrow: cédric, ce père de famille qui a chassé les émeutiers de sa maison à coups d'épée, revient sur son histoire et son buzz médiatique :right_arrow_curving_down:",VA+
"« lfi n'a de cesse d'en appeler au respect du droit international mais est incapable de respecter le règlement de l'assemblée nationale. pire encore, ils font, à l'image de sébastien delogu, des sanctions qu'ils reçoivent des médailles. c'est une prime à l'illégalité !»",Kevin Bossuet
":european_union: la tête de liste de vox :spain: jorge buxadé a affirmé que vox ne soutiendrait pas von der leyen pour un second mandat à la tête de la commission et ne ferait pas alliance avec le ppe, allié des socialistes de s&amp;d. il souhaite en revanche s'allier à id, le groupe du rn.",TVL
":folded_hands_light_skin_tone: merci à tous pour votre soutien et votre fidélité, ici à la 95ème édition de la foire de sens dans l’yonne ! :france: le 9 juin, c’est le peuple français et lui seul qui fera la décision : je compte sur chacune et chacun d’entre vous pour voter et pour mobiliser. vivementle9juin",Jordan Bardella
"législatives : pas de candidat rn face à éric ciotti, bernard chaix et christelle d’intorni à nice",Le JDD
"cofondateur du congrès mission, raphaël cornu-thénard propose, avec le collège des bernardins, une formation en ligne sur l’évangélisation, à partir du 17 janvier.",Famille Chrétienne
"nathaly antona qui venait d’être élue députée européenne du rn était une militante infatigable de la cause nationale, animée d’une conviction et d’un patriotisme ardent. dans le combat politique comme face à la maladie, elle a fait preuve d’un courage et d’une ténacité admirable.",Marine Le Pen
emmanuel macron nous lègue un cadre budgétaire catastrophique. nous ferons des choix par rapport aux possibilités budgétaires et aux intérêts des français. la taxation des superprofits et la privatisation de l'audiovisuel public pourront être mises en place rapidement.,Sébastien Chenu
cqfd,Breizh-Info
"et toi ? es-tu un mouton comme les autres ? « les moutons, c’est comme les cons : le con, il croit qu’il n’y a que des cons autour de lui alors que le con, c’est lui. mais il ne se voit pas. » c’est la même chose pour les moutons. alors, la prochaine",Le Média en 4-4-2
"nouvelle blague des dinosaures de la politique qui ont des mandats depuis 30 ans et s'y accrochent comme des affamés : affirmer que le rn souhaite avoir en mains les ""pleins pouvoirs"", l'air de dire qu'ils exerceront un pouvoir dictatorial une fois aux manettes. ce qu'ils",Daniel Conversano
":red_circle: dvd : l’âge d’or de la comédie à sketches italienne :dvd: c'est un genre dont s'est fait une spécialité le cinéma italien : c'est léger, rapide, parfaitement enlevé, avec tout le charme de l'italie des années 1960. :black_nib:",Valeurs actuelles ن
voilà l’élysée se couche ! le compte officiel supprime son tweet de promotion de la candidate renaissance par une institution payée par nos impôts ! (voir :right_arrow_curving_down:) première sortie de macron pour la campagne des européennes et déjà un premier raté ! ne le lâchons pas !,Florian Philippot
":france: aujourd'hui en france : :right_arrow: un projet d'attentat islamiste prévu pour les épreuves de football des jo à saint-étienne a été déjoué. un tchétchène a été arrêté ; :right_arrow: à béziers, un dealer est mort écrasé par son complice qui conduisait la voiture dont il venait de sortir pour",TVL
voilà pourquoi vous avez perdu tout lien avec les français. j’irai même plus loin : avec la réalité. et donc avec l’humanité.,G-William Goldnadel
